,Artist,Song,Lyrics,Sentiment
629,Accept,Dogs on leads,stares bare rare something's holds attack thrill cools tough force leads lust huge false acting calm smooth leads leads leads leads outrageous treated gracious someone's leads rein something's cools tough leads leads leads leads leads sweetest sweetest hunter leads nicest calmest 'rough dangerous leads leads leads leads leads leads leads leads,Positive
630,Accept,Donation,noon woke knockin' neat pin staring asking donation foundations asked kicked threw glasses asking donation salvation praying donation shakin' foundations begging donation rocked foundations foundations purpose charity purpose dignity cod charity cod charity fees cod charity conquered cod charity cod charity cod charity cod charity cod charity cod charity cod charity cod charity suckin' donation foundations asking donation spill foundations,Positive
631,Accept,Don't give a damn,granted slam,Neutral
632,Accept,Don't go stealing my soul away,dollars whisky bars onenight stands cheap hotel stealing stealing stage stealing stealing stealing stealing stealing stealing,Negative
633,Accept,Down and out,feelin' takin' chasin' legged dancin' scrounger degenerate bum chasin' doin' chasin' sayin' sleepin' day's closed chasin',Neutral
634,Accept,Do it,boring,Neutral
635,Accept,Drifting apart,instrumental,Neutral
636,Accept,D-train,headed timing dtrain dtrain dtrain dtrain takin' timin' dtrain dtrain dtrain dtrain jumped walkin' closed timin' dtrain dtrain dtrain dtrain messing' dtrain dtrain dtrain dtrain knock,Neutral
637,Accept,Dying breed,flag raised sabbath purple haze message ages anthems denim leather rust rocking warriors heroes who've loyal breed salute breed zeppelin led voyage thru purple guillotine crashing heads rolled paved iron fist deck drew ace spades ages anthems,Positive
638,Accept,Fall of the empire,mighty powerful pestilence greed famine surrounds disease spite upright intention sword nature empire empire setting empire won empire begun mountains crumble mushroom cloud mountains crumble heed lesson aside ourselves kingdom abomination nature empire empire setting empire won empire begun,Positive
639,Accept,Fast as a shark,fog church clock beats beware prepared shock breathing loser shark killer rip 'coz killer's attack attack expert deadly knack beware prepared shark killer rip 'coz killer's attack shark killer rip 'coz killer's attack shark killer rip 'coz killer's 'coz killer's 'coz killer's attack attack attack,Negative
640,Accept,Feelings,sweats picks wolf cigarettes dissatisfaction's needing card accept message n' n' sword survival deal greed rotten helpless fightin' wolf accept message n' accept message n' accept message n',Neutral
641,Accept,Fight it back,prophets evolve average majority unknown rule standard treat independent surrendering deal crimes society crisis collapse forced boring avrage nuke piss accepted screw,Negative
642,Accept,Final journey,presage essence warning presage delivery message unknown alerting averting disconcerting shots afar swerving observing piercing screech speeding journey destination unknown journey traveling pitching rolling sensation controlling strike iron's glow sensing passing journey destination unknown journey traveling urgent urgent converging instincts blackness madness onward journey destination unknown journey traveling,Neutral
643,Accept,Flash rockin' man,records gigs action stamp idol leader gang juvenile's volume alleys immortal scenes fools laughed tormented mistreated deal servant,Neutral
644,Accept,Flash to bang time,counting seconds shook staring freezing frame hostage spark crash ooooow streaks rip exploding spheres splits ears bang crosshairs dimension cosmic eruption neon fog instant decay match ash ooooow ash streaks rip exploding spheres splits ears bang floating wreckage thru negative reality trapped streaks rip exploding spheres split ears bang bang,Negative
645,Accept,Free me now,disaster mankind madness laughter soldiers faster nation widows cheating,Negative
646,Accept,From the ashes we rise,horizon blackin' screams cries slamming doors cover praying rage worked moments glance injured souls wounded struggle rebuild knocked ashes kicked ashes tough ruins harsh reality devastation's strength fellow destiny injured souls wounded struggle rebuild knocked ashes kicked ashes tough knocked ashes kicked ashes tough,Negative
647,Accept,Generation clash,generation clash generation clash warnings dudes fools systems general burden powers freezing fornicating other's minds typical outcome rebellion groove generation clash generation clash guts blaming fever's itching bitching treasure pleasure cast mold generation clash generation clash generation clash wipe nose generation clash generation followed rule clash happens generation clash generation playin' guitar clash rule compromising guitar generation clash generation clash generation clash generation clash generation clash,Negative
648,Accept,Generation clash II,warnings surround stories burden approve revolution comfort generation clash generation clash guts bitching comfort generation clash generation clash guts generation clash generation clash guts generation clash generation clash guts generation clash generation clash guts generation clash generation clash generation clash ventured gained generation clash,Neutral
649,Accept,Get ready,lightning blitz raging killer guitar screams,Negative
650,Accept,Glad to be alone,fucked bunch gentle fellows brushed welldresses problems fools brandnew few punds few,Negative
651,Accept,Guardian of the night,sorrows mister mister trembling choice everyday's sunlight shines grieving sorrows behaving guardian guardian borrow mister mister trembling choice guardian guardian,Negative
652,Accept,Guns 'R' US,megastore guns selling fatal credit neighbours daughters sisters mutha's billion dollar industry liberty guns 'r' guns 'r' guns 'r' guns 'r' dozen radarguided laser speed devastation guaranteed neighbours daughters brothers billion dollar industry constitutional guarantee guns 'r' guns 'r' guns 'r' magazine guns 'r' oneday sale gunned neighbourhood brotherhood dime zero thrill neighbours daughters sisters mutha's billion dollar industry liberty guns 'r' guns 'r' megablowoutsale guns 'r' armourpiercing guns 'r' accept cash credit cards,Positive
653,Accept,Hard attack,pushed juice limit slide wreck release attack attack attack attack shiver bent mission tiger wreck release,Negative
654,Accept,Head over heels,park slipping heaven's sake trance noise spurting heels overheated heels treating spurting spurting heels overheated heels treating spurting stopped surrender touched spurting heels overheated heels treating spurting,Neutral
655,Accept,Heaven is hell,bible koran decision forgiveness book shouldn't except mercy redemption works comfort cheating perverts mmh facts stinks sewer sell hahaha hahahaha hahaha,Neutral
656,Accept,Helldriver,rat loser fighter helldriver helldriver speedway superstar wheels sham engine explode winner helldriver helldriver speedway engine winner arrived helldriver helldriver,Positive
657,Accept,Hellfire,dresden cursed fleeing torrent undreamed horror worse blackest nightmare antithesis sirens tearing blockbusters winds blowing firebombs crimes dragons breathing hellfire burns hellfire giant column leaps furnace prayer strafing napalm bombs blacken color innocent buildings madness lingers feeding fuel giant funeral pyre bombers inferno hellfire burns hellfire giant column leaps furnace prayer strafing napalm bombs blacken ashes hellfire burns hellfire spawned hellfire hellfire spawned,Negative
658,Accept,Hellhammer,masquerade hellhammer hellhammer hellhammer hellhammer sell surrender tenderhearted fools doomed fail admitted ball hellhammer hellhammer hellhammer hellhammer lap luxury hellhammer hellhammer spread hellhammer hellhammer hellhammer hellhammer hellhammer reality destiny hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer hellhammer,Negative
659,Accept,Hole in the head,prison term likea ball chain spike rope leech wanting quit monkey controlling pit rotting core crippling disease whore parasite crashing handfull addiction antagonistic seduced vampire mankind selfinflicted,Negative
660,Accept,How do we sleep,spoken astray written pen laid aside search rages oooh justify changes winners praised history books test mettle aside succeed granted planet oooh justify changes search battle's raging oooh justify changes,Positive
661,Accept,"Hung, drawn and quartered",raising gavel pleasing proceedings treason sins flesh crimes disclosed penaltys cast judgement sentence passed ultimate sharpening perfection justice pleasing dissection table's reserved proclamation served hung drawn quartered punishment fitting crimes hung drawn quartered bell chime winds parts displayed warning heed heirs corruption seizing assets deeds conclusion thanks ladies gentlemen court adjourned sharpening perfection justice pleasing dissection table's reserved proclamation served hung drawn quartered punishment fitting crimes hung drawn quartered bell chime hung drawn quartered punishment fitting crimes hung drawn quartered bell chime hung drawn quartered judgement hung drawn quartered,Positive
662,Accept,I'm a rebel,hill fruit ev'rybody rebel rebel rebel rebel public product screwed rebel rebel rebel rebel rebel rebel but' washed jeans brushed member rebel rebel rebel rebel rebel rebel rebel rebel,Negative
663,Accept,It's hard to find a way,promises weakness acting sweetness hurting,Neutral
664,Accept,It ain't over yet,searchin' messin' messin' walkin' backbone wishful illusion explanation aver,Neutral
665,Accept,I can't believe in you,senses reelin' shouldn't laid suddenly opened blinded blinded rely senses reelin' shouldn't,Neutral
666,Accept,I don't wanna be like you,tribe average type exception rule exception rule quaking hogtied n' tough slickers american tie dice exception rule exception rule quaking ordinary oceans desert quaking,Negative
667,Accept,I wanna be no hero,stumble confused sweeps livings fair indeed sorrows,Neutral
668,Accept,Just by my own,instrumental,Neutral
669,Accept,Kill the pain,doorway reply trace photographs hollow wounds healed worn unborn day's uphill climb c'mon,Neutral
